,title,pubtime,linkurl,keyword,editor,author,sourcename
348,网传河北一医院收治一湖北籍新冠肺炎患者？,2020-04-12 14:42:00,http://www.piyao.org.cn/2020-04/12/c_1210554823.htm,0,董晓,,河北新闻网微信公众号
349,北京市中高考时间及初高三开学时间确定,2020-04-12 17:34:47,http://www.piyao.org.cn/2020-04/12/c_1210554939.htm,1,董晓,,首都教育公众号
350,广州市两名外籍人员带病逃脱？,2020-04-11 21:39:17,http://www.piyao.org.cn/2020-04/11/c_1210554039.htm,0,谢博隆,,@广州公安
351,中国捐给法国的防护服一撕就碎？,2020-04-11 15:18:01,http://www.piyao.org.cn/2020-04/11/c_1210553777.htm,0,谢博隆,,环球时报
352,太原市各小学幼儿园本学期不做开学准备？,2020-04-11 15:18:01,http://www.piyao.org.cn/2020-04/11/c_1210553776.htm,0,谢博隆,,中国新闻网
353,天津汽车尾号开始恢复限行了？,2020-04-11 15:18:01,http://www.piyao.org.cn/2020-04/11/c_1210553782.htm,0,谢博隆,,天津日报
354,柳州市奖励每名援鄂医疗队员一辆汽车，停车终身免费？,2020-04-11 15:18:01,http://www.piyao.org.cn/2020-04/11/c_1210553778.htm,0,谢博隆,,南国今报
355,北京：4月12日起，进京人员入住酒店需提供七日内核酸阴性证明,2020-04-11 15:18:01,http://www.piyao.org.cn/2020-04/11/c_1210553786.htm,1,谢博隆,,人民日报客户端
356,伊维菌素可以杀死新冠病毒？,2020-04-11 16:39:54,http://www.piyao.org.cn/2020-04/11/c_1210553787.htm,2,谢博隆,郝亚琳,新华网
357,电影院等密闭式娱乐休闲场所低中高风险地区均暂不开业,2020-04-10 14:32:12,http://www.piyao.org.cn/2020-04/10/c_1210552364.htm,1,闫丹丹,,新华社“新华视点”微博
359,武汉大智路数码港有无症状病人倒地？,2020-04-09 09:31:28,http://www.piyao.org.cn/2020-04/09/c_1210550194.htm,0,闫丹丹,,武汉市江岸区官方微博
360,4月8日6时05分第一辆高铁从武汉抵达大连，5万武汉人回大连工作？,2020-04-08 17:32:05,http://www.piyao.org.cn/2020-04/08/c_1210549547.htm,0,闫丹丹,,大连新闻网
361,北京市：疫情防控一级响应机制目前没有调整,2020-04-10 09:46:36,http://www.piyao.org.cn/2020-04/10/c_1210551808.htm,1,闫丹丹,,央视网
362,俄罗斯将大规模驱逐中国公民？,2020-04-08 09:15:46,http://www.piyao.org.cn/2020-04/08/c_1210548567.htm,0,闫丹丹,,中国驻俄罗斯大使馆微信公众号
363,猫对新冠病毒具有高易感性,2020-04-10 09:46:36,http://www.piyao.org.cn/2020-04/10/c_1210551774.htm,1,闫丹丹,,科技日报微信公众号
364,有中国公民因违反签证、居留规定被俄方拘押？,2020-04-08 09:15:46,http://www.piyao.org.cn/2020-04/08/c_1210548579.htm,0,闫丹丹,,中国驻俄罗斯大使馆微信公众号
365,全国性文体活动及跨省跨境旅游暂不恢复,2020-04-10 09:46:36,http://www.piyao.org.cn/2020-04/10/c_1210551799.htm,1,闫丹丹,,中国新闻网
366,北京某区教委初步确认9月1日前不开学？,2020-04-07 17:15:26,http://www.piyao.org.cn/2020-04/07/c_1210547772.htm,0,殷荧,,北京市教委官方微博
367,新冠肺炎患者治愈出院后 应继续隔离医学观察14天,2020-04-09 16:31:12,http://www.piyao.org.cn/2020-04/09/c_1210550991.htm,1,闫丹丹,,新华社
368,返沪留学生全部隔离在崇明区？,2020-04-07 10:48:21,http://www.piyao.org.cn/2020-04/07/c_1210547338.htm,0,殷荧,,上海崇明微信公众号
369,内蒙古满洲里口岸客运通道受输入性新冠肺炎疫情影响临时关闭,2020-04-09 15:02:14,http://www.piyao.org.cn/2020-04/09/c_1210550833.htm,1,闫丹丹,,新华社
371,湖北发布最新疫情风险等级评估 武汉13个城区中12个为低风险,2020-04-09 15:02:14,http://www.piyao.org.cn/2020-04/09/c_1210550834.htm,1,闫丹丹,,新华社
372,中俄陆路边境口岸人员通道全部临时关闭,2020-04-09 09:34:31,http://www.piyao.org.cn/2020-04/09/c_1210550266.htm,1,闫丹丹,,中国驻俄罗斯大使馆微信公众号
373,4月8日起，从26国乘机回国的中国籍旅客需提前填报防疫健康信息,2020-04-08 15:30:14,http://www.piyao.org.cn/2020-04/08/c_1210549307.htm,1,殷荧,,中国民用航空局网站
374,广州越秀区矿泉街瑶台片区“封村”了？,2020-04-07 10:48:21,http://www.piyao.org.cn/2020-04/07/c_1210547304.htm,0,殷荧,,综合广州越秀发布、央视新闻
375,青岛胶州由低风险调为中风险地区,2020-04-08 17:32:05,http://www.piyao.org.cn/2020-04/08/c_1210549564.htm,1,殷荧,,@人民网
376,国务院联防联控机制：发现无症状感染者 应2小时内网络直报,2020-04-09 09:33:57,http://www.piyao.org.cn/2020-04/09/c_1210550250.htm,1,闫丹丹,,央视新闻
377,天津4月10日前清零逾期未检验车辆等所有逾期车驾管业务？,2020-04-07 09:35:35,http://www.piyao.org.cn/2020-04/07/c_1210547179.htm,0,张智萍,公众举报,今晚报
378,武汉返京人员施行全程闭环管理 核酸双检测,2020-04-08 17:32:05,http://www.piyao.org.cn/2020-04/08/c_1210549568.htm,1,殷荧,,央视新闻客户端
379,浙江将要停工？,2020-04-07 09:34:34,http://www.piyao.org.cn/2020-04/07/c_1210547167.htm,0,闫丹丹,,@浙江卫视新闻中心
380,山西阳泉各小学幼儿园本学期不做开学准备？,2020-04-06 15:21:51,http://www.piyao.org.cn/2020-04/06/c_1210546492.htm,0,闫丹丹,,阳泉市教育局网站
381,根据现有的研究，没有证据证明杨柳絮中存在新冠病毒,2020-04-07 14:44:17,http://www.piyao.org.cn/2020-04/07/c_1210547328.htm,1,殷荧,,央视财经微信公众号
382,浙江诸暨发现5例新冠肺炎确诊病例？,2020-04-05 16:07:46,http://www.piyao.org.cn/2020-04/05/c_1210545289.htm,0,周文婧,,中国新闻网
383,5G造成新冠病毒传播？,2020-04-05 11:59:12,http://www.piyao.org.cn/2020-04/05/c_1210545138.htm,0,周文婧,,新华每日电讯微信公众号
384,入境隔离人员逃离上海崇明隔离点？,2020-04-04 17:41:37,http://www.piyao.org.cn/2020-04/04/c_1210544574.htm,0,周文婧,,上海崇明微信公众号
385,海关总署：个人携带出境的自用物品在合理数量范围内不需要提交承诺声明,2020-04-06 15:21:51,http://www.piyao.org.cn/2020-04/06/c_1210546491.htm,1,闫丹丹,,央视网
386,“确诊空姐”抵京后去向不明？,2020-04-04 14:51:40,http://www.piyao.org.cn/2020-04/04/c_1210544471.htm,0,周文婧,,新华网
387,国家卫健委：全国绝大部分地区健康通行码已可实现“一码通行”,2020-04-06 15:21:51,http://www.piyao.org.cn/2020-04/06/c_1210546489.htm,1,闫丹丹,,人民网
388,中国企业将卖给法国的口罩转手卖给美国？,2020-04-03 17:27:10,http://www.piyao.org.cn/2020-04/03/c_1210543604.htm,0,张智萍,,新华社客户端
389,未在第一入境点观察期满当天或次日进京，返京需观察14天,2020-04-05 16:10:06,http://www.piyao.org.cn/2020-04/05/c_1210545299.htm,1,周文婧,,北京日报客户端
390,湖北健康码会泄露手机信息？,2020-04-03 17:27:38,http://www.piyao.org.cn/2020-04/03/c_1210543606.htm,0,周文婧,,湖北政务服务微信公众号
391,6月份大学英语四六级考试取消？,2020-04-03 11:33:33,http://www.piyao.org.cn/2020-04/03/c_1210543015.htm,0,张智萍,,新华视点
392,无症状感染者会造成新一轮疫情暴发？,2020-04-03 11:13:44,http://www.piyao.org.cn/2020-04/03/c_1210542810.htm,0,张智萍,,新华网
393,4月7日起，成都有序恢复“尾号限行”,2020-04-04 17:52:26,http://www.piyao.org.cn/2020-04/04/c_1210544579.htm,1,杜畅,,四川省人民政府官网
394,宁波大米不够吃了？,2020-04-03 11:13:44,http://www.piyao.org.cn/2020-04/03/c_1210542814.htm,0,张智萍,,宁波晚报
395,山西有序恢复机动车驾驶人考试业务,2020-04-04 17:26:53,http://www.piyao.org.cn/2020-04/04/c_1210544565.htm,1,杜畅,,山西省人民政府官网
396,800名境外回芜湖人员在方特酒店集中隔离？,2020-04-02 16:29:21,http://www.piyao.org.cn/2020-04/02/c_1210541574.htm,0,周文婧,,@芜湖发布
397,男子为了不隔离从澳门游泳回珠海？,2020-04-02 11:19:25,http://www.piyao.org.cn/2020-04/02/c_1210541099.htm,0,周文婧,,珠海公安微信公众号
398,青岛市北区新增四例奥地利输入病例？,2020-04-02 11:19:27,http://www.piyao.org.cn/2020-04/02/c_1210541082.htm,0,周文婧,,@市北公安、@青岛新闻网
399,疫情影响重庆粮油供应？,2020-04-01 18:56:41,http://www.piyao.org.cn/2020-04/01/c_1210540159.htm,0,张智萍,,华龙网
400,河北学校定于4月10日开学？,2020-04-01 15:06:34,http://www.piyao.org.cn/2020-04/01/c_1210539977.htm,0,张智萍,,河北日报官方微博
401,武汉部分市民坐了一趟地铁回来健康码变红了？,2020-04-01 15:07:17,http://www.piyao.org.cn/2020-04/01/c_1210539948.htm,0,张智萍,,武汉发布
402,中老磨憨口岸入境人员冲关？,2020-04-01 10:26:53,http://www.piyao.org.cn/2020-04/01/c_1210539518.htm,0,张智萍,,中国新闻网
403,湖北粮食短缺，赶紧屯米抢油？,2020-04-01 15:04:32,http://www.piyao.org.cn/2020-04/01/c_1210540013.htm,0,张智萍,,湖北之声
404,宁波、合肥、温州、大连有人借疫情穿着防护服上门打劫？,2020-04-01 10:26:53,http://www.piyao.org.cn/2020-04/01/c_1210539526.htm,0,周文婧,,中国互联网联合辟谣平台综合
405,山东高三学生提前开学？,2020-04-01 15:06:55,http://www.piyao.org.cn/2020-04/01/c_1210539968.htm,0,张智萍,,齐鲁晚报
406,清明出京返回必须居家隔离14天,2020-04-02 11:19:30,http://www.piyao.org.cn/2020-04/02/c_1210541113.htm,1,周文婧,,北京日报
407,武汉新沟桥24街红码人员跑出社区？,2020-04-01 10:26:53,http://www.piyao.org.cn/2020-04/01/c_1210539521.htm,0,张智萍,,中国新闻网
408,东京将于4月2日封城？,2020-03-31 16:45:42,http://www.piyao.org.cn/2020-03/31/c_1210538616.htm,0,周文婧,,中国驻日本大使馆网站
409,广东禁食所有人工繁育饲养陆生野生动物,2020-04-01 18:59:06,http://www.piyao.org.cn/2020-04/01/c_1210540109.htm,1,周文婧,,新华网
410,黑龙江黑河“100多人带着病毒回来了”？,2020-03-31 16:45:44,http://www.piyao.org.cn/2020-03/31/c_1210538564.htm,0,周文婧,,东北网
411,武汉暂停全市公共交通？,2020-03-31 20:07:59,http://www.piyao.org.cn/2020-03/31/c_1210538963.htm,0,周文婧,,@武汉公交集团
412,“健康宝”采集个人位置信息？,2020-03-31 12:24:36,http://www.piyao.org.cn/2020-03/31/c_1210538080.htm,0,周文婧,,央视网
413,上海发生穿防疫服入室打劫事件？,2020-03-31 12:15:32,http://www.piyao.org.cn/2020-03/31/c_1210538053.htm,0,周文婧,,文汇报
414,冠状病毒病通过空气传播？,2020-03-31 12:21:12,http://www.piyao.org.cn/2020-03/31/c_1210538065.htm,0,周文婧,,世界卫生组织官方微博
415,新冠病毒感染像乙型肝炎一样，需长期服药？,2020-03-31 12:22:35,http://www.piyao.org.cn/2020-03/31/c_1210538075.htm,0,周文婧,,深圳新闻网、北京辟谣平台
416,教育部：2020年全国高考延期一个月举行 为7月7日至8日,2020-03-31 13:59:35,http://www.piyao.org.cn/2020-03/31/c_1210538214.htm,1,周文婧,,教育部网站
417,上海市中心一家全季酒店被征作病房？,2020-03-31 12:27:03,http://www.piyao.org.cn/2020-03/31/c_1210538087.htm,0,周文婧,,上海网络辟谣
418,吉林省高三4月7日开学时间延后？,2020-03-30 17:49:20,http://www.piyao.org.cn/2020-03/30/c_1210537107.htm,0,周文婧,,@长春发布
419,对所有入境人员实施核酸检测,2020-03-31 16:45:42,http://www.piyao.org.cn/2020-03/31/c_1210538620.htm,1,周文婧,,@人民日报
420,大批留学生取道东南亚，广西口岸一天入境10万人？,2020-03-30 10:22:59,http://www.piyao.org.cn/2020-03/30/c_1210536447.htm,0,周文婧,,环球时报、广西新闻网
421,疫情期间，重庆不会严查酒驾？,2020-03-30 11:21:29,http://www.piyao.org.cn/2020-03/30/c_1210536502.htm,0,张智萍,,网信重庆
422,我国粮食供求总体宽松，能满足人民群众日常消费需求,2020-03-29 09:20:52,http://www.piyao.org.cn/2020-03/29/c_1210535165.htm,1,周文婧,王立彬,新华社
423,重庆观音桥新增6名确诊病例，娱乐场所将全部关闭？,2020-03-30 11:21:29,http://www.piyao.org.cn/2020-03/30/c_1210536550.htm,0,张智萍,,重庆网警
424,上海玉佛城小区发现台湾输入确诊病例？,2020-03-30 11:21:29,http://www.piyao.org.cn/2020-03/30/c_1210536561.htm,0,张智萍,,上海网络辟谣
425,北京市4月13日起开展中小学线上学科教学,2020-03-31 12:30:30,http://www.piyao.org.cn/2020-03/31/c_1210538102.htm,1,周文婧,,新华视点微博
426,蛋白粉可预防新冠肺炎？,2020-03-30 17:49:23,http://www.piyao.org.cn/2020-03/30/c_1210537115.htm,0,周文婧,,中国药学会科普官方微信公众号
427,中国援菲检测试剂盒有质量问题？,2020-03-29 19:38:02,http://www.piyao.org.cn/2020-03/29/c_1210535878.htm,0,谢博隆,,中国互联网联合辟谣平台综合
428,用免洗手消毒液后用餐可不再洗手？,2020-03-30 11:21:29,http://www.piyao.org.cn/2020-03/30/c_1210536572.htm,2,张智萍,,中国药学会科普官方微信公众号
429,朋友圈造谣他人感染新冠肺炎，赔了1.6万！,2020-03-30 18:05:51,http://www.piyao.org.cn/2020-03/30/c_1210537130.htm,1,周文婧,,人民法院报微信公众号
430,天门市南火车站又出现一例新冠肺炎确诊病例？,2020-03-29 19:38:02,http://www.piyao.org.cn/2020-03/29/c_1210535873.htm,0,谢博隆,,平安天门微信公众号
431,救治新冠肺炎患者人均1.7万元,2020-03-30 18:06:03,http://www.piyao.org.cn/2020-03/30/c_1210537241.htm,1,周文婧,,@央视新闻
432,西安市某小区发生冒充防疫人员入户抢劫事件？,2020-03-29 15:08:58,http://www.piyao.org.cn/2020-03/29/c_1210535569.htm,0,谢博隆,,@西安网警巡查执法
433,网传深圳口岸通关异常？,2020-03-29 13:52:52,http://www.piyao.org.cn/2020-03/29/c_1210535391.htm,0,谢博隆,,深圳口岸发布微信公众号
434,上海市杨浦区一小区境外输入病例被带走？,2020-03-29 13:52:41,http://www.piyao.org.cn/2020-03/29/c_1210535399.htm,0,谢博隆,,@上海杨浦
435,4月8日起天津中、小学和高校开学？,2020-03-28 16:43:04,http://www.piyao.org.cn/2020-03/28/c_1210534588.htm,0,张智萍,,天津南开区融媒体中心官方微
436,西湖区两个集中隔离人员出逃？,2020-03-28 16:43:04,http://www.piyao.org.cn/2020-03/28/c_1210534584.htm,0,张智萍,,杭州电视台
438,辽宁省中、小学和高校开学日期定了？,2020-03-28 16:43:04,http://www.piyao.org.cn/2020-03/28/c_1210534516.htm,0,张智萍,,辽宁省教育厅官方微博
439,阜外医院偷运患者血样出境？,2020-03-28 10:02:27,http://www.piyao.org.cn/2020-03/28/c_1210534116.htm,0,张智萍,,阜外医院官方微博、人民网
440,福州软件园有境外人员回国后确诊？,2020-03-27 15:07:36,http://www.piyao.org.cn/2020-03/27/c_1210533068.htm,0,芮静,,福州日报微信公众号
441,西安市八仙庵一诊所有人患新冠肺炎被拉走？,2020-03-29 13:52:59,http://www.piyao.org.cn/2020-03/29/c_1210535388.htm,0,谢博隆,,@西安网警巡查执法
442,法国回来输入型病例去萧山商业城逛了一圈？,2020-03-27 14:54:32,http://www.piyao.org.cn/2020-03/27/c_1210533063.htm,0,芮静,,萧山公安微信公众号
443,宁波姜山镇一外来务工人员核酸检测阳性？镇海区出现确诊病例？,2020-03-27 14:54:06,http://www.piyao.org.cn/2020-03/27/c_1210533048.htm,0,芮静,,中国宁波网
444,低温可冻死新冠病毒？,2020-03-27 15:07:34,http://www.piyao.org.cn/2020-03/27/c_1210533106.htm,0,周文婧,雷伟,中国药学会科普官方微信公众号
445,网传“2020年春季学期教学时间安排表”？,2020-03-27 12:37:53,http://www.piyao.org.cn/2020-03/27/c_1210532796.htm,0,芮静,林锦星,东南网
446,秦皇岛市交建里小区5栋被封？,2020-03-27 12:36:50,http://www.piyao.org.cn/2020-03/27/c_1210532783.htm,0,芮静,赵力楠,秦皇岛晚报微信公众号
447,大连市某洗浴中心有一外国顾客确诊，导致720人待排查？,2020-03-27 11:00:46,http://www.piyao.org.cn/2020-03/27/c_1210532500.htm,0,芮静,,辽宁日报客户端、@中山分局
448,山东省确定开学返校时间？,2020-03-27 12:37:12,http://www.piyao.org.cn/2020-03/27/c_1210532794.htm,0,芮静,张洪波,齐鲁网
450,暂时停止持有效中国签证居留许可的外国人入境,2020-03-27 12:37:45,http://www.piyao.org.cn/2020-03/27/c_1210532804.htm,1,芮静,,@新华视点
451,湘潭发现一例从泰国回来的新冠肺炎患者？,2020-03-26 14:03:10,http://www.piyao.org.cn/2020-03/26/c_1210531313.htm,0,冯栋,,@红网
452,西班牙要撤侨，早登记早登机？,2020-03-26 14:04:15,http://www.piyao.org.cn/2020-03/26/c_1210531310.htm,0,冯栋,,中国驻西班牙使馆微信公众号
453,网传广东确定学生返校时间？,2020-03-26 09:07:42,http://www.piyao.org.cn/2020-03/26/c_1210530619.htm,0,冯栋,,广东省教育厅官网
454,网传石家庄“今晚6000人入境……”？,2020-03-25 17:12:46,http://www.piyao.org.cn/2020-03/25/c_1210530077.htm,0,芮静,,石家庄互联网举报中心
455,中建三局招聘工人赴海外建设抗疫应急医院？,2020-03-25 15:03:27,http://www.piyao.org.cn/2020-03/25/c_1210529708.htm,0,芮静,朱国旺 郭文培,中国经济网
456,武汉市政府不再对新冠肺炎病人免费治疗？,2020-03-25 15:03:30,http://www.piyao.org.cn/2020-03/25/c_1210529713.htm,0,芮静,,湖北日报客户端、@武汉发布
457,室温越高越可以预防新冠肺炎？,2020-03-25 10:24:04,http://www.piyao.org.cn/2020-03/25/c_1210529192.htm,0,芮静,刘利月,光明网
458,民航局：国内航空公司至任一国家航线只保留1条,2020-03-28 16:43:53,http://www.piyao.org.cn/2020-03/28/c_1210534600.htm,1,张智萍,,中国民用航空局官方网站
459,中铁十九局意大利建方舱医院招工简章？,2020-03-24 14:37:34,http://www.piyao.org.cn/2020-03/24/c_1210527953.htm,0,冯栋,,@中国新闻社
460,援鄂疾控工作队因疫情反弹暂缓撤回？,2020-03-24 14:39:47,http://www.piyao.org.cn/2020-03/24/c_1210527936.htm,0,冯栋,叶奂 聂继承,央视新闻客户端
461,江西26日起暂停所有出入境国际客运航班,2020-03-26 14:44:06,http://www.piyao.org.cn/2020-03/26/c_1210531402.htm,1,冯栋,,中国新闻网
462,免疫增强剂可预防新冠肺炎？,2020-03-25 15:41:23,http://www.piyao.org.cn/2020-03/25/c_1210529846.htm,2,芮静,魏璐嫚 申莹莹,中国药学会科普官方微信公众号
463,广西援鄂护士梁小霞仍在抢救，去世系误传,2020-03-25 10:22:28,http://www.piyao.org.cn/2020-03/25/c_1210529204.htm,1,芮静,孙宝光,健康时报网
464,海关不允许携带或者寄递口罩出境？,2020-03-24 09:49:02,http://www.piyao.org.cn/2020-03/24/c_1210526857.htm,0,冯栋,,@12360海关热线
465,纳豆能预防新冠肺炎？,2020-03-24 09:49:02,http://www.piyao.org.cn/2020-03/24/c_1210527563.htm,0,冯栋,阮光锋,科学辟谣
466,国足因北京拒绝落地而滞留迪拜？,2020-03-23 10:11:31,http://www.piyao.org.cn/2020-03/23/c_1210526112.htm,0,芮静,,新华社
467,新冠肺炎病亡患者体内仍存病毒,2020-03-25 09:42:55,http://www.piyao.org.cn/2020-03/25/c_1210529139.htm,1,芮静,,国务院联防联控机制新闻发布会
468,200多名境外返回人员来长治？,2020-03-23 10:05:50,http://www.piyao.org.cn/2020-03/23/c_1210526161.htm,0,芮静,吴琼,中国新闻网
469,郑州恢复堂食后超过4人算聚餐？,2020-03-23 10:11:30,http://www.piyao.org.cn/2020-03/23/c_1210526173.htm,0,芮静,,大河网
470,韶关武江“只允许汽车和共享单电车出行”？,2020-03-23 14:31:56,http://www.piyao.org.cn/2020-03/23/c_1210526641.htm,0,芮静,,武江公安微信公众号
471,湖南衡阳铁路医院护士感染新冠肺炎？,2020-03-21 14:28:50,http://www.piyao.org.cn/2020-03/21/c_1210524176.htm,0,何舟,,衡阳日报公众号
472,第127届广交会确定不会在4月15日如期举办,2020-03-24 16:24:53,http://www.piyao.org.cn/2020-03/24/c_1210528091.htm,1,冯栋,李雄鹰,新华网
473,4月8日零时起，武汉市解除离汉离鄂通道管控措施,2020-03-24 16:24:53,http://www.piyao.org.cn/2020-03/24/c_1210528092.htm,1,冯栋,,新华网
474,25日起，非香港居民乘飞机抵港将不准入境,2020-03-24 16:24:53,http://www.piyao.org.cn/2020-03/24/c_1210528088.htm,1,冯栋,,人民网
475,“无症状感染者”系“确诊病例”？,2020-03-24 09:49:02,http://www.piyao.org.cn/2020-03/24/c_1210526872.htm,2,冯栋,崔东 刘阳 王欲然 陈远丁,人民网
476,福建莆田一小区有日本回来人员身体健康出问题？,2020-03-20 17:16:58,http://www.piyao.org.cn/2020-03/20/c_1210522954.htm,0,何舟,吴炳端,东南网
477,23日起，北京向当日献血者赠体检卡和口罩,2020-03-24 09:49:02,http://www.piyao.org.cn/2020-03/24/c_1210526876.htm,1,冯栋,刘欢,北京日报客户端
478,江西将于4月5日开始逐批次开学？,2020-03-19 16:06:50,http://www.piyao.org.cn/2020-03/19/c_1210521390.htm,0,何舟,谢梦丽,中国江西网
479,陕西礼泉境外输入人员传染多人？,2020-03-20 10:46:31,http://www.piyao.org.cn/2020-03/20/c_1210522395.htm,0,何舟,,@咸阳网安巡查执法
480,5月1日后全面恢复马拉松？,2020-03-24 09:49:02,http://www.piyao.org.cn/2020-03/24/c_1210526870.htm,2,冯栋,,@新华网
483,3月23日起，所有目的地为北京的国际航班均从指定的第一入境点入境,2020-03-18 17:07:40,http://www.piyao.org.cn/2020-03/18/c_1210520041.htm,1,周文婧,,中国民用航空局网站
484,深圳隔离时，中国籍和外国籍会被区别对待？,2020-03-20 16:21:02,http://www.piyao.org.cn/2020-03/20/c_1210522917.htm,2,何舟,鲁洋,健康时报网
485,北京呼家楼辖区出现新冠肺炎确诊病例？,2020-03-20 11:37:38,http://www.piyao.org.cn/2020-03/20/c_1210522464.htm,0,何舟,,千龙网
486,在国外确诊可向中国使领馆报告,2020-03-22 16:28:58,http://www.piyao.org.cn/2020-03/22/c_1210525429.htm,1,周文婧,,@央视新闻
487,湖北省民航航班要恢复了,2020-03-28 16:43:49,http://www.piyao.org.cn/2020-03/28/c_1210534592.htm,1,张智萍,,中国民用航空局官网
489,境外入粤人员一律隔离14天 集中观察食宿费用个人自理,2020-03-22 16:29:50,http://www.piyao.org.cn/2020-03/22/c_1210525431.htm,1,周文婧,,新华视点微信公众号
490,河北新增输入性确诊病例？,2020-03-20 10:31:53,http://www.piyao.org.cn/2020-03/20/c_1210522289.htm,0,何舟,,@河北省人民政府
491,入境人员抵京须签订《进京承诺书》报告个人信息,2020-03-21 14:30:03,http://www.piyao.org.cn/2020-03/21/c_1210524188.htm,1,何舟,鲁畅,新华社“新华视点”微博
492,科学佩戴口罩 让疫情防控更精准,2020-03-20 15:49:39,http://www.piyao.org.cn/2020-03/20/c_1210522867.htm,1,杜畅,,疾病预防控制局
493,哈尔滨疫情严重，哈医大一院已戒严？,2020-03-19 15:42:53,http://www.piyao.org.cn/2020-03/19/c_1210521343.htm,0,何舟,,@哈尔滨发布
494,齐齐哈尔龙江县有4名意大利返乡人员发烧？,2020-03-19 10:36:37,http://www.piyao.org.cn/2020-03/19/c_1210520905.htm,0,何舟,王骁,@哈尔滨日报
495,石家庄长安区又确诊了一例？,2020-03-19 10:33:19,http://www.piyao.org.cn/2020-03/19/c_1210520874.htm,0,杜畅,,@石家庄市互联网举报中心
497,献血使新冠肺炎康复者更虚弱？,2020-03-19 10:24:11,http://www.piyao.org.cn/2020-03/19/c_1210520910.htm,0,何舟,,科学辟谣平台
498,国家卫健委：湖北以外地区全面有序恢复正常的疫苗接种,2020-03-18 16:28:24,http://www.piyao.org.cn/2020-03/18/c_1210519972.htm,1,杜畅,,新华网
499,降压药会加重已感染新冠病毒的高血压患者病情？,2020-03-18 16:21:31,http://www.piyao.org.cn/2020-03/18/c_1210519942.htm,0,杜畅,,科学辟谣平台
500,在英留学生感染新冠肺炎死亡？,2020-03-18 16:13:47,http://www.piyao.org.cn/2020-03/18/c_1210519933.htm,0,何舟,,中国驻英国大使馆公众号
501,网传深圳湾已挤爆，数万华人正涌入？,2020-03-18 16:09:25,http://www.piyao.org.cn/2020-03/18/c_1210519921.htm,0,何舟,,广州日报微信公号
502,北京市教委：受疫情影响可延长毕业期限,2020-03-18 11:48:53,http://www.piyao.org.cn/2020-03/18/c_1210519606.htm,1,何舟,,人民网
503,齐齐哈尔解封了？,2020-03-18 11:37:47,http://www.piyao.org.cn/2020-03/18/c_1210477998.htm,0,杜畅,李子成、包海多,东北网
504,河北将全面暂停清明集中祭扫活动,2020-03-18 11:06:26,http://www.piyao.org.cn/2020-03/18/c_1210439732.htm,1,何舟,,河北省民政厅网站
505,湖北黄梅外出务工人员18日到车站集中上车？,2020-03-18 10:38:05,http://www.piyao.org.cn/2020-03/18/c_1210519443.htm,0,杜畅,,@黄冈政府门户网
506,有关部门追查沙特回甘肃人员，其中11人行踪不明？,2020-03-18 10:38:09,http://www.piyao.org.cn/2020-03/18/c_1210504553.htm,0,何舟,,@甘肃发布
507,湖北襄阳现意大利空降病例？,2020-03-18 10:31:26,http://www.piyao.org.cn/2020-03/18/c_1210519403.htm,0,杜畅,,湖北日报微信公号
509,重庆渝中因出现输入性病例恢复一级响应？,2020-03-17 17:38:28,http://www.piyao.org.cn/2020-03/17/c_1210518659.htm,0,何舟,,渝中政府网公众号
510,武汉退休人员未按期办理社保年审停发退休工资？,2020-03-17 17:26:10,http://www.piyao.org.cn/2020-03/17/c_1210518574.htm,0,杜畅,,武汉人社局微信公号
511,温州鞋都三期一鞋厂有人感染新冠肺炎？,2020-03-17 16:25:51,http://www.piyao.org.cn/2020-03/17/c_1210518476.htm,0,何舟,,@温州网警巡查执法
512,饮用水源地监测未发现受疫情防控影响水质情况,2020-03-17 16:22:35,http://www.piyao.org.cn/2020-03/17/c_1210518498.htm,1,杜畅,,生态环境部官网
513,福建省教育厅发布2020年春季学期开学准备工作通知？,2020-03-17 16:19:33,http://www.piyao.org.cn/2020-03/17/c_1210518504.htm,0,何舟,,福建省教育考试院
514,11万人将从欧洲抵北京？,2020-03-17 11:31:30,http://www.piyao.org.cn/2020-03/17/c_1210518041.htm,0,何舟,,@北京海关12360
515,在荆人员及车辆暂停发放离鄂通行证？,2020-03-17 11:01:22,http://www.piyao.org.cn/2020-03/17/c_1210517832.htm,0,何舟,,@荆州发布
516,回国治新冠肺炎，不免费想投诉？,2020-03-17 10:58:31,http://www.piyao.org.cn/2020-03/17/c_1210517916.htm,0,何舟,温璐,人民网-社会频道
517,北京上地创新大厦封锁，多名员工发热隔离？,2020-03-16 18:10:39,http://www.piyao.org.cn/2020-03/16/c_1210517060.htm,0,何舟,,千龙网
518,拒绝隔离、不如实填报健康申明卡可入刑,2020-03-16 16:30:49,http://www.piyao.org.cn/2020-03/16/c_1210517010.htm,1,杜畅,罗沙、刘红霞,新华视点
519,湖南某酒店隔离了12个意大利人？,2020-03-16 15:28:59,http://www.piyao.org.cn/2020-03/16/c_1210516852.htm,0,何舟,,长沙晚报网
520,疫情期间吃水果必须削皮？,2020-03-16 15:25:00,http://www.piyao.org.cn/2020-03/16/c_1210516833.htm,0,何舟,许东,科学辟谣平台
