,keyword,title,summary,link,visible_link,date,rank,label
1832,用 56℃ 的热水洗澡能对抗病毒,30个新型冠状病毒肺炎谣言大汇总 - 金羊网,2020年2月5日 - 用56℃的热水洗澡能对抗病毒？ 丁香医生团队辟谣：洗热水澡也无法提升体内温度，不能对抗病毒，还可能会有生命危险。 杀死新型冠状病毒至少 ...,http://news.ycwb.com/2020-02/05/content_30546078.htm,news.ycwb.com › content_30546078,2020年2月5日,9,0
1833,用 56℃ 的热水洗澡能对抗病毒,【武漢肺炎】網傳沖熱水涼抗疫體溫升至40度抑制病毒專家咁講 ...,2020年1月29日 - 文章提到病毒在56℃時即可被消滅，但沖熱水涼最多只能令體溫上升到40℃，並未達到 ... 醫生：使用後須棄掉 ... 會接觸衣物及其他物品，洗澡只是消毒了身體，接觸衣物時病毒一樣可感染人，故洗熱水澡抗疫一說無實際意義。雖然洗澡不是藥物或疫苗，但若視作抗疫手段就必需有科學實證，目前對抗疫情上，普通人能 ...,https://www.hk01.com/%E7%86%B1%E7%88%86%E8%A9%B1%E9%A1%8C/427607/%E6%AD%A6%E6%BC%A2%E8%82%BA%E7%82%8E-%E7%B6%B2%E5%82%B3%E6%B2%96%E7%86%B1%E6%B0%B4%E6%B6%BC%E6%8A%97%E7%96%AB-%E9%AB%94%E6%BA%AB%E5%8D%87%E8%87%B340%E5%BA%A6%E6%8A%91%E5%88%B6%E7%97%85%E6%AF%92-%E5%B0%88%E5%AE%B6%E5%92%81%E8%AC%9B,www.hk01.com › 熱爆話題 › 武漢肺炎-...,2020年1月29日,10,0
1834,用 56℃ 的热水洗澡能对抗病毒,新型冠状病毒肺炎谣言排行榜之一- 厦门市卫生健康委员会,2020年2月2日 - 6、用56℃的热水洗澡能对抗病毒？ 丁香医生团队辟谣：洗热水澡也无法提升体内温度，不能对抗病毒，还可能会有生命危险。 杀死新型冠状病毒至少 ...,http://hfpc.xm.gov.cn/xwzx/gzdt/202002/t20200204_2419776.htm,hfpc.xm.gov.cn › xwzx › gzdt,2020年2月2日,11,0
1835,用 56℃ 的热水洗澡能对抗病毒,专家：适当洗热水澡可缓解疲劳但不能代替消毒防疫 - 中国红 ...,2020年2月21日 - 就此专家表示，适度的热水澡可以消除疲劳、增加免疫力，但洗热水澡不等于高温消毒，且水温过高会引发其他症状。 ... 病毒在56℃就可以灭活，即病毒死亡”。 ... 专家表示，现在暂无明确的研究结果表明用热水澡可预防疫情。 ... 有助于提高个人免疫力，从而更好地抵抗病毒侵袭。37－38℃的洗澡温度是最为适合的。,https://www.redcross.org.cn/html/2020-02/66723.html,www.redcross.org.cn › html,2020年2月21日,12,0
1836,用 56℃ 的热水洗澡能对抗病毒,馨语心声|防疫居家期间，这些谣言你中招了吗？ - 嘉兴市政府,2020年2月4日 - 谣言四：用56℃的热水洗澡能对抗病毒. 辟谣：杀死新型冠状病毒至少需要56℃，并持续30分钟。人在56℃的水里洗半小时，可能会得热射病，有生命 ...,http://www.jiaxing.gov.cn/art/2020/2/11/art_1594226_41899686.html,www.jiaxing.gov.cn › art › art_1594226_41899686,2020年2月4日,13,0
1837,用 56℃ 的热水洗澡能对抗病毒,别传了！都是假的！新冠肺炎最热的60条谣言- 知乎,2020年2月1日 - 谣言5：用56℃的热水洗澡能对抗病毒？丁香医生团队辟谣：洗热水澡也无法提升体内温度，不能对抗病毒，还可能会有生命危险。杀死新型冠状病毒 ...,https://zhuanlan.zhihu.com/p/105891081,zhuanlan.zhihu.com › ...,2020年2月1日,14,0
1838,用 56℃ 的热水洗澡能对抗病毒,用56℃的热水洗澡能对抗病毒- 专家文章- 博禾医生,用56℃的热水洗澡能对抗病毒. 发布于2020-05-06 1321次浏览. 热水澡无法达到消毒目的。人在56℃ 的水里洗半小时，可能会得热射病，有生命危险。（来源：中青报） ...,https://m.bohe.cn/news/view/7772.html,m.bohe.cn › news › view,,15,0
1839,用 56℃ 的热水洗澡能对抗病毒,这6个谣言，你看到过吗？_武汉市新型肺炎防控指挥部 - 长江网,2020年1月29日 - 如果用微波炉或电烤箱加热口罩，一方面口罩内部结构破坏，口罩无法再次使用。另一方面， ... 谣言5：用56℃的热水洗澡能对抗病毒？ 辟谣：不能 ...,http://news.cjn.cn/wsqzgzb/zxwz/gfpy/202002/t3550301.htm,news.cjn.cn › wsqzgzb › zxwz › gfpy,2020年1月29日,16,0
1840,用 56℃ 的热水洗澡能对抗病毒,防护五11.用56℃的热水洗澡能对抗新型冠状病毒？在线收听_ ...,欢迎收听新型冠状病毒权威防护问答专辑的音频内容防护五11.用56℃的热水洗澡能对抗新型冠状病毒？，你可以在线收听也可以下载喜马拉雅FMAPP收听，想收听更 ...,https://m.ximalaya.com/share/sound/256350539,m.ximalaya.com › share › sound,,17,0
1841,用 56℃ 的热水洗澡能对抗病毒,新型冠状病毒肺炎谣言排行榜top10_手机浙江网 - 辟谣 - 浙江在线,2020年1月29日 - NO.5/用56℃的热水洗澡能对抗病毒？ 丁香医生团队辟谣：不能对抗病毒，还会有生命危险。 杀死冠状病毒至少需要56℃，30分钟，可用于物体表面 ...,https://py.zjol.com.cn/pyxw/202001/t20200129_11617558.shtml,py.zjol.com.cn › pyxw,2020年1月29日,18,0
1842,用 56℃ 的热水洗澡能对抗病毒,用56℃的热水洗澡能对抗病毒？这些传言都是假的！_深圳市 ...,2020年2月3日 - 【你听过哪些诡异的疫情谣言？】用微波炉加热口罩可以消毒？电吹风对手和面部吹30秒能消毒？用56℃的热水洗澡能对抗病毒？这些 ...,https://www.fjshuchi.com/news/hmmhm9j9bmjhb8b.html,www.fjshuchi.com › news,2020年2月3日,19,0
1843,用 56℃ 的热水洗澡能对抗病毒,关于新型冠状病毒感染的肺炎疫情，你听过哪些诡异的谣言？_ ...,2020年2月1日 - 用56℃的热水洗澡能对抗病毒？ 这些传言都是假的！ 传递正确的知识和信息，也是一种与疾病对抗的方式！真相在此↓扩散 ...,https://rmh.pdnews.cn/Pc/ArtInfoApi/article?id=11165474,rmh.pdnews.cn › ArtInfoApi › article,2020年2月1日,20,0
1844,紫外线消毒灯能杀灭新冠病毒,疫情防护科普：紫外线杀菌灯，你真的用对了吗？-新华网,2020年2月18日 - 抗击新冠肺炎疫情，除了常备的口罩、酒精、护目镜外，紫外线杀菌灯 ... 《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》中指出，新型冠状病毒对紫外线敏感。 ... 分钟时，就能达到日常消毒效果，当照射时间达到60分钟，就能杀灭空气 ...,http://www.xinhuanet.com/tech/2020-02/18/c_1125588540.htm,www.xinhuanet.com › tech,2020年2月18日,1,1
1845,紫外线消毒灯能杀灭新冠病毒,肺炎疫情：紫外线能杀死新型冠状病毒吗？ - BBC News 中文,2020年4月2日 - 他最近接到许多各式各样的询问电话，很多人都想知道能不能用紫外线杀死病毒，要怎样做才保险。 有人问说，能不能将紫外线消毒设备放在超市 ...,https://www.bbc.com/zhongwen/simp/science-52143162,www.bbc.com › zhongwen › simp › science-52143162,2020年4月2日,2,1
1846,紫外线消毒灯能杀灭新冠病毒,肺炎疫情：病毒克星- 紫外线消毒机器人来了- BBC News 中文,2020年3月23日 - 南丹麦大学临床微生物学教授科尔莫斯说，用适度的紫外线照射适当的时间，就可以杀死会引发感染的微生物。 像现在新冠疫情这样的传染病大流行 ...,https://www.bbc.com/zhongwen/simp/science-51975251,www.bbc.com › zhongwen › simp › science-51975251,2020年3月23日,3,1
1847,紫外线消毒灯能杀灭新冠病毒,紫外线能消灭新冠病毒吗？_健康提示_动态信息_新闻_甘肃省 ...,2020年3月27日 - 虽然紫外灯消毒的科普文章已经不少，但是许多人还是会担心，这样消毒真的能杀死病毒吗？今天我们就从紫外线的作用机理讲起，让你清楚明白 ...,http://www.gscdc.net/index.php?s=news&c=show&id=1792,www.gscdc.net › 动态信息 › 健康提示,2020年3月27日,4,1
1848,紫外线消毒灯能杀灭新冠病毒,紫外线灯、电吹风和烤箱们，能不能杀死新型冠状病毒？-电子 ...,2020年2月12日 - 同时，根据《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》公布的内容，冠状病毒对紫外线和热敏感，大部分消毒剂可有效灭活病毒。那么能不能 ...,https://www.eet-china.com/news/202002120756.html,www.eet-china.com › news,2020年2月12日,5,1
1849,紫外线消毒灯能杀灭新冠病毒,记者观察｜紫外线灯入户之辩- 21经济网 - 21世纪经济报道,2020年3月14日 - 新冠疫情下，究竟是不是每个家庭都需要一台紫外线消毒灯？ ... 此外，紫外线只能消毒可以照到的表面，对于光照不到的地方无法产生消毒效果。 ... 页面上，紫外线消毒灯除了具备阳光消毒的功能以外，还可以杀灭流感病毒H3N2、除 ...,http://www.21jingji.com/2020/3-14/0MMDEzODFfMTU0Mjk0Mg.html,www.21jingji.com › ...,2020年3月14日,6,1
1850,紫外线消毒灯能杀灭新冠病毒,2019冠状病毒病的传言和事实 - World Health Organization,3 天前 - 就公众针对2019冠状病毒病的一些疑问和误解，世卫组织作出了解答。 ... 戴医用口罩时，要确保口罩密合合适，并保持足够的松紧度，使你能够正常呼吸。不要重复使用一次性口罩， ... 没有理由认为寒冷天气可以杀死新型冠状病毒或其他疾病。不管外部气温或 ... 不应使用紫外线灯来消毒手或其他部位皮肤. 紫外线照射 ...,https://www.who.int/zh/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,www.who.int › ... › 2019冠状病毒病 › 对公众的建议,3 天前,7,1
1851,紫外线消毒灯能杀灭新冠病毒,科学分析：紫外线能杀死新型冠状病毒吗？_手机新浪网 - 新浪科技,2020年4月1日 - 阿诺德称，只有一种紫外线可以杀死新冠病毒，但该过程是非常危险的，对人体 ... 顾客在紫外线灯下站几秒，然后再进去就能起到杀菌消毒的作用。,https://tech.sina.cn/d/bk/2020-04-01/detail-iimxxsth2982107.d.html?from=wap,tech.sina.cn › detail-iimxxsth2982107.d.html,2020年4月1日,8,1
1852,紫外线消毒灯能杀灭新冠病毒,紫外线消毒口罩，靠谱吗？_艺文志_中国环境 - 中国环境报,2020年3月17日 - 因为能够杀灭冠状病毒，并且不产生化学污染，杀菌效率高，多年来一直不温 ... 值得注意的是，紫外线灯能够对细菌、病毒灭活，但消毒灯的发光区是 ...,https://www.cenews.com.cn/art/202003/t20200317_933773.html,www.cenews.com.cn › art,2020年3月17日,9,1
1853,紫外线消毒灯能杀灭新冠病毒,紫外灯≠紫外线杀菌灯- 知乎,... 的新产品。其中的紫外线杀菌灯，因为《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》里面的一句… ... 阳光里能杀灭螨虫的那股力量，就是紫外线。但是紫外线， ...,https://zhuanlan.zhihu.com/p/110773181,zhuanlan.zhihu.com › ...,,10,1
1854,紫外线消毒灯能杀灭新冠病毒,室内用紫外线消毒不能灭活新冠病毒？不要被这些疫情谣言蒙蔽 ...,2020年3月2日 - 真相：可以。根据国家卫健委发布的《新型冠状病毒肺炎诊疗方案(试行第六版)》，病毒对紫外线敏感。室内空气消毒 ...,http://www.piyao.org.cn/2020-03/02/c_1210497403.htm,www.piyao.org.cn › ...,2020年3月2日,11,1
1855,紫外线消毒灯能杀灭新冠病毒,科普| 关于“紫外线消毒灯”的三大疑问-中国照明网,2020年2月12日 - 于是就有人提出疑问，紫外线消毒灯能杀灭新型冠状病毒吗? 在国家卫健委和国家中医药管理局公布的《新型冠状病毒感染的肺炎诊疗方案(试行)第 ...,http://www.lightingchina.com.cn/news/68174.html,www.lightingchina.com.cn › news,2020年2月12日,12,1
1856,紫外线消毒灯能杀灭新冠病毒,紫外线消毒灯能杀灭新型冠状病毒吗 - 微博,紫外线消毒灯能杀灭新型冠状病毒吗#？ [并不简单] 当然可以！在卫健委印发的「新型冠状病毒感染的肺炎诊疗方案（试行第四版）」中提到：病毒对紫外线和热敏感。,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%B4%AB%E5%A4%96%E7%BA%BF%E6%B6%88%E6%AF%92%E7%81%AF%E8%83%BD%E6%9D%80%E7%81%AD%E6%96%B0%E5%9E%8B%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E5%90%97%23&extparam=%23%E7%B4%AB%E5%A4%96%E7%BA%BF%E6%B6%88%E6%AF%92%E7%81%AF%E8%83%BD%E6%9D%80%E7%81%AD%E6%96%B0%E5%9E%8B%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E5%90%97%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E8%BF%94%E6%9C%B4%E8%A7%A3%E6%83%91%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%23&featurecode=100000,m.weibo.cn › search › q=#返朴解惑新冠肺炎#,,13,1
1857,紫外线消毒灯能杀灭新冠病毒,疫情期间，紫外线消毒应避免意外伤害 - 天津市疾病预防控制中心,2020年4月13日 - 疫情期间，紫外线消毒应避免意外伤害. 2020-04-13 ... 紫外线灯作为一种廉价而有效的消毒灭菌方法，颇受欢迎。 ... 1、紫外线可以杀灭新冠病毒吗？,http://www.cdctj.com.cn/system/2020/04/10/030017726.shtml,www.cdctj.com.cn › system › 2020/04/10,2020年4月13日,14,1
1858,紫外线消毒灯能杀灭新冠病毒,家里可以用紫外线灯杀灭新型冠状病毒吗？ - 萤石资讯 - 萤石官网,2020年2月15日 - 使用紫外线杀灭病毒时，需要紫外线达到一定的强度，并持续一定的时间。 家里可以用紫外线灯消毒吗？要怎么用？ 理论上来说，家中可以使用 ...,https://www.ys7.com/news/3910.html,www.ys7.com › news,2020年2月15日,15,1
1859,紫外线消毒灯能杀灭新冠病毒,紫外线消毒_百度百科,紫外线杀菌消毒是利用适当波长的紫外线能够破坏微生物机体细胞中的DNA（脱氧 ... 波段紫外光照射流水，将水中各种细菌、病毒、寄生虫、水藻以及其他病原体直接杀死。 ... 紫外线消毒对新型冠状病毒有效吗？ ... 优缺点; 评价; 经济性; 杀菌灯; 适用范围 ... 病原微生物仅需十几秒即可杀灭，能杀灭一些氯消毒法无法灭活的病菌，还能在 ...,https://baike.baidu.com/item/%E7%B4%AB%E5%A4%96%E7%BA%BF%E6%B6%88%E6%AF%92/2930384,baike.baidu.com › item › 紫外线消毒,,16,1
1860,紫外线消毒灯能杀灭新冠病毒,紫外线消毒灯_百度百科,被紫外线消毒灯照射5min左右即可将衣服上所携带的细菌和病毒等杀死。还可用来对要求洁净空气的化验室和手术室等进行空气消毒，照射30min左右就可以将空气 ...,https://baike.baidu.com/item/%E7%B4%AB%E5%A4%96%E7%BA%BF%E6%B6%88%E6%AF%92%E7%81%AF,baike.baidu.com › item › 紫外线消毒灯,,17,1
1861,紫外线消毒灯能杀灭新冠病毒,紫外线是怎样杀死病毒的？家里需要用紫外线杀毒吗？ - Sina,2020年2月13日 - 紫外线如何杀死新型冠状病毒？ 紫外线杀菌消毒的有效波长范围可以分为以下4个波段：. 紫外线具有很高的能量，可以 ...,https://m.us.sina.com/gb/tech/sinacn/2020-02-13/detail-ifztrcuc6765401.shtml,m.us.sina.com › tech › sinacn › detail-ifztrcuc6765401,2020年2月13日,18,1
1862,紫外线消毒灯能杀灭新冠病毒,紫外线灯可以杀死冠状病毒吗_什么值得买,因此使用紫外线灯进行消毒，可以说是双重杀菌。 生活锦囊篇二十一：紫外线灯对“新冠病毒”到底. 那我们在使用紫外线 ...,https://post.smzdm.com/p/aoo8prgm/,post.smzdm.com › ...,,19,1
1863,紫外线消毒灯能杀灭新冠病毒,紫外线灯能杀灭新冠病毒，到底该如何使用？硬核技巧来了- 懂 ...,紫外线灯能杀灭新冠病毒，到底该如何使用？硬核技巧 ... （1）普通直管热阴极低压汞紫外线消毒灯：根据功率不等，在1m处的辐射强度为：功率>30W灯，≥90μW/cm²； ...,https://www.dcdapp.com/article/6794463547746157071,www.dcdapp.com › article,,20,1
1864,含姜片可以预防新冠病毒,含姜片-多吃姜可以预防新冠病毒_新知_澎湃新闻-The Paper,2020年4月20日 - 目前尚无证据证明姜可以预防新冠病毒感染，预防新冠病毒的有效措施是戴口罩、少外出、勤洗手，做好个人防护。,https://www.thepaper.cn/newsDetail_forward_7054230,www.thepaper.cn › newsDetail_forward_7054230,2020年4月20日,1,0
1865,含姜片可以预防新冠病毒,口含姜片出门可以预防新型冠状病毒感染的肺炎？谣言，别信！,2020年2月3日 - 口含姜片出门可以预防新型冠状病毒感染的肺炎？谣言，. 导读. 新型冠状病毒感染的肺炎疫情发生以来，有关疫情传播态势、虚假防治措施等流言和 ...,https://k.sina.cn/article_2346437860_v8bdbcce401900nkpk.html?from=news&subch=onews,k.sina.cn › ...,2020年2月3日,2,0
1866,含姜片可以预防新冠病毒,口含姜片出门可以预防新型冠状病毒感染的肺炎吗？ - 手机新浪网,2020年2月4日 - 姜片分生姜片和干姜片，其中，生姜片的功效是解表散寒、温中止呕、化痰止咳、解鱼蟹毒，用于治疗风寒感冒、脾胃寒症、胃寒呕吐、肺寒咳嗽、解鱼 ...,https://k.sina.cn/article_6010063959_1663a4c5702000k1bm.html?from=health,k.sina.cn › ...,2020年2月4日,3,0
1867,含姜片可以预防新冠病毒,别再传谣了！这5种「抗病毒食物」，营养专家一个都不认可-中国 ...,2020年3月6日 - 随着新冠肺炎疫情的发展，各种饮食抗病毒的说法也愈演愈烈，这些 ... 茶叶研究针对的病毒并非新冠病毒，尚无科学依据其可抗新冠病毒，“喝茶能够预防新冠 ... 辛辣食物，可以杀死新冠病毒；口含姜片或者生蒜外出，可避免新冠病毒 ...,http://www.piyao.org.cn/2020-03/06/c_1210502692.htm,www.piyao.org.cn › ...,2020年3月6日,4,0
1868,含姜片可以预防新冠病毒,含姜片、多吃姜可以预防新冠病毒？_科普中国-梨视频官网-Pear ...,2020年4月20日 - 目前尚无证据证明姜可以预防新冠病毒感染，预防新冠病毒的有效措施是戴口罩、少外出、勤洗手，做好个人防护。,http://www.pearvideo.com/video_1669897,www.pearvideo.com › video_1669897,2020年4月20日,5,0
1869,含姜片可以预防新冠病毒,口含姜片出门可以预防新型冠状病毒肺炎？谣言！-新闻中心 ...,2020年2月2日 - 流传说法：口含姜片出门可以预防新冠冠状病毒肺炎——来自较真用户@MAIKING的提问。 较真鉴定：谣言. 查证要点：姜中的成分抗病毒本身没有 ...,http://news.66wz.com/system/2020/02/02/105230012.shtml,news.66wz.com › system › 2020/02/02,2020年2月2日,6,0
1870,含姜片可以预防新冠病毒,上海辟谣-口含姜片出门可以预防新型冠状病毒肺炎？谣言,2020年2月1日 - 流传说法：口含姜片出门可以预防新冠冠状病毒肺炎. 查证要点：. 姜中的成分抗病毒本身没有充分的科学依据。而且，新冠病毒是从呼吸道或者眼睛 ...,https://piyao.jfdaily.com/py_vPUQlT9HwMPJp8MpHfQVoa8JpFlcVCrjqfxJR7Mr8tzCl1ItlTd/4ZCgVcut2vjR7mhYWmp+62bk2hE,piyao.jfdaily.com › ...,2020年2月1日,7,0
1871,含姜片可以预防新冠病毒,【防疫科普漫谈③】口含姜片，“百毒不侵”？ _光明网,2020年2月11日 - 所以只要有水的地方，还是用洗手液流水洗手最好！ 谣言五：吃抗生素可预防新冠肺炎. 抗生素. 真相：. 近期，“吃抗生素能有效预防和治疗新型冠状病毒 ...,https://kepu.gmw.cn/2020-02/11/content_33545154.htm,kepu.gmw.cn › content_33545154,2020年2月11日,8,0
1872,含姜片可以预防新冠病毒,较真查证:口含姜片出门可以预防新型冠状病毒肺炎？,2020年2月1日 - 流传说法：口含姜片出门可以预防新冠冠状病毒肺炎—— 来自较真用户@MAIKING的提问。展开. 较真鉴定： 假谣言. 查证要点：. 姜中的成分抗病毒 ...,https://vp.fact.qq.com/article?id=f760a73c59fbc597d17def9afadb85a5,vp.fact.qq.com › article,2020年2月1日,9,0
1873,含姜片可以预防新冠病毒,口含姜片出门可以预防新型冠状病毒肺炎？_手机浙江网 - 辟谣,2020年2月1日 - 真相：网上流传，含姜片可以预防新型冠状病毒，只要出门含一片姜片，就可以百毒不侵。飞沫传播是新型冠状病毒的主要传播途径，而含姜片并不能 ...,http://py.zjol.com.cn/pyxw/202002/t20200201_11624624.shtml,py.zjol.com.cn › pyxw,2020年2月1日,10,0
1874,含姜片可以预防新冠病毒,姜、葱、蒜能抗新冠病毒？ - 台山政府网,2020年3月8日 - 该男子有湖南当地开具的健康证明，办理住院后查咽拭子为新冠病毒核酸 ... 等辛辣食物，可以杀死新冠病毒；口含姜片或者生蒜外出，可避免新冠病毒感染。 ... 以杀死病毒，所以不存在喝酒来预防或者治疗新型冠状病毒感染的可能性。,http://www.cnts.gov.cn/tssrmzf/tsyw/ztbd/fkjc/pypt/content/post_2003964.html,www.cnts.gov.cn › fkjc › pypt › content › post_2003964,2020年3月8日,11,0
1875,含姜片可以预防新冠病毒,眼神对视会传染新型冠状病毒?这些问题有了答案,2020年2月1日 - 流传说法：口含姜片出门可以预防新冠冠状病毒肺炎？ 真相：没有充分的科学依据。 姜中的成分抗病毒本身没有充分的科学依据。而且，新冠病毒是从 ...,http://m.py.jnnews.tv/piyao/p/2020-02/01/738624.html,m.py.jnnews.tv › piyao,2020年2月1日,12,0
1876,含姜片可以预防新冠病毒,科普中国科学防控 - 武汉广播电视台,2020年2月21日 - 家里空调温度调高可以抵御新型冠状病毒？ 2020-02-21 阅读4960. 喝茶可以预防新冠病毒吗？ 2020-02-21 阅读7150. 含姜片、多吃姜可以预防 ...,http://wap.whtv.com.cn/z/24744,wap.whtv.com.cn › ...,2020年2月21日,13,0
1877,含姜片可以预防新冠病毒,微博,疫情辟谣# | 含姜片可以预防新冠病毒？】 ... 新型冠状病毒经呼吸道飞沫传播是主要的传播途径，亦可通过接触传播，所以，即便姜片有用，含在嘴里也不能阻碍感染。,https://m.weibo.cn/status/4468727841685957,m.weibo.cn › status,,14,0
1878,含姜片可以预防新冠病毒,萧山网专题-疫情辟谣（新闻：口含姜片出门可以预防新型冠状 ...,口含姜片出门可以预防新型冠状病毒肺炎？ 更新时间：2020年2月1日 20:46 内容来源：. 流传说法：口含姜片出门可以预防新冠冠状病毒肺炎——来自较真 ...,http://www.xsnet.cn/2014_subject/subject5/program1/3176047.shtml,www.xsnet.cn › 疫情辟谣 › 栏目一,,15,0
1879,含姜片可以预防新冠病毒,口含姜片可防新冠病毒感染？别信！ - 蝌蚪五线谱,2020年2月4日 - 近日，有消息称：口含姜片出门可以预防新型冠状病毒肺炎。相关专家表示，姜中的成分抗病毒本身没有充分的科学依据。而且，新型冠状病毒是从 ...,http://ask.kedo.gov.cn/c/2020-02-04/1016314.shtml,ask.kedo.gov.cn › ...,2020年2月4日,16,0
1880,含姜片可以预防新冠病毒,含姜片多吃姜可以预防新冠病毒_哔哩哔哩(゜-゜)つロ干杯~-bilibili,2020年4月20日 - 目前尚无证据证明姜可以预防新冠病毒感染，预防新冠病毒的有效措施是戴口罩、少外出、勤洗手，做好个人防护。,https://www.bilibili.com/video/av285259550/,www.bilibili.com › video,2020年4月20日,17,0
1881,含姜片可以预防新冠病毒,谣言：红糖、生姜、大葱白和大蒜熬水喝，不会感染新冠病毒-开心 ...,2020年2月12日 - 新冠病毒主要是飞沫传播，靠吃是无法预防新冠病毒的。 口含生姜，百毒不侵？错的！ 网上流传，含姜片可以预防新型冠状病毒，只要出门含一片姜 ...,http://www.kaixinbao.com/zixun/shishi/2AG20200212007.shtml,www.kaixinbao.com › zixun › shishi,2020年2月12日,18,0
1882,含姜片可以预防新冠病毒,新型冠状病毒肺炎谣言排行榜之一- 厦门市卫生健康委员会,2020年2月2日 - 我没说，不是我，别瞎说。网传的「童子尿可预防新冠病毒」丁香医生认证图片实为 PS 所造。 ... 10、含姜片可以预防新冠病毒？ 丁香医生辟谣：目前尚 ...,http://hfpc.xm.gov.cn/xwzx/gzdt/202002/t20200204_2419776.htm,hfpc.xm.gov.cn › xwzx › gzdt,2020年2月2日,19,0
1883,含姜片可以预防新冠病毒,謠言：吃洋蔥、薑片、蜂蜜、檳榔、咖喱、喝酒可預防新冠病毒- 每 ...,2020年2月12日 - 傳聞：近日，網上流傳這樣一條消息：含薑片可以預防新型冠狀病毒，只要出門含一片薑片，就可以百毒不侵。 真相：目前並沒有證據證明姜可以預防病毒 ...,https://kknews.cc/health/gperoo8.html,kknews.cc › 健康,2020年2月12日,20,0
1884,怀孕后确诊新冠肺炎，孩子不能要,【妇幼】怀孕后确诊新冠肺炎，孩子不能要？疫情期间到底 ... - 网易,2020年3月5日 - 怀孕后确诊新冠肺炎，孩子不能要. 科普解读：. 疫情期间适合怀孕吗？怀孕后感染了怎么办？ 2月6日，据报道，一名患有新型冠状病毒（2019-nCoV） ...,http://dy.163.com/v2/article/detail/F6TVUCK305128AKO.html,dy.163.com › article › detail,2020年3月5日,1,2
1885,怀孕后确诊新冠肺炎，孩子不能要,怀孕后确诊新冠肺炎孩子不能要？ - 腾讯,2020年4月13日 - 怀孕后确诊新冠肺炎孩子不能要？ 药葫芦娃. 04-13 19:00. 关注. 作者：中国人民解放军中部战区总医院药师张俊杰. 打开腾讯新闻，看更多高清图片.,https://xw.qq.com/cmsid/20200413A0PDLA00,xw.qq.com › cmsid,2020年4月13日,2,2
1886,怀孕后确诊新冠肺炎，孩子不能要,辟谣丨怀孕后确诊新冠肺炎孩子不能要？ _光明网,2020年4月14日 - 辟谣丨怀孕后确诊新冠肺炎孩子不能要？ 作者：中国人民解放军中部战区总医院药师张俊杰. 中国药学会科技开发中心、光明网科普事业部联合发布.,https://kepu.gmw.cn/2020-04/14/content_33738381.htm,kepu.gmw.cn › content_33738381,2020年4月14日,3,2
1887,怀孕后确诊新冠肺炎，孩子不能要,【妇幼】怀孕后确诊新冠肺炎，孩子不能要？疫情 ... - 手机新浪网,2020年3月4日 - 怀孕后确诊新冠肺炎，孩子不能要. 科普解读：. 疫情期间适合怀孕吗？怀孕后感染了怎么办？ 2月6日，据报道，一名患有新型冠状病毒（2019-nCoV） ...,https://k.sina.cn/article_5519731545_149006b5901900pooz.html?from=health,k.sina.cn › ...,2020年3月4日,4,2
1888,怀孕后确诊新冠肺炎，孩子不能要,面对疫情孕妈妈们怎么办-新华网,2020年2月26日 - 面对疫情孕妈妈们怎么办---作为参与讨论的专家之一，北京佑安医院妇幼中心 ... 为母婴安全保驾护航，孕产妇不要过于焦虑，以免影响到自己和孩子的健康。 ... 庞秋梅认为，孕妇能不能推迟产检需要根据孕周、产检内容、妊娠风险评级和 ... 所以，孕妇确诊感染新型冠状病毒后，应由多学科会诊，综合包括孕周、疾病 ...,http://www.xinhuanet.com/health/2020-02/26/c_1125628243.htm,www.xinhuanet.com › health,2020年2月26日,5,2
1889,怀孕后确诊新冠肺炎，孩子不能要,明医识药·“疫”真相丨怀孕后确诊新冠肺炎孩子不能要？,明医识药·“疫”真相丨怀孕后确诊新冠肺炎孩子不能要？ 2020-04-14 10:50 来源:药葫芦娃. 原标题：明医识药·“疫”真相丨怀孕后确诊新冠肺炎孩子不能要？ 返回搜狐， ...,http://www.sohu.com/a/387835861_375985,www.sohu.com › ...,,6,2
1890,怀孕后确诊新冠肺炎，孩子不能要,辟谣丨怀孕后确诊新冠肺炎孩子不能要？_荔枝新闻,辟谣丨怀孕后确诊新冠肺炎孩子不能要？ 光明网 2020-04-14 10:21. 辟谣丨怀孕后确诊新冠肺炎孩子不能要？ 作者：中国人民解放军中部战区总医院药师张俊杰.,http://news.jstv.com/a/20200414/1586830915188.shtml,news.jstv.com › ...,,7,2
